Hash,File,Operator,Start,End,StartLine,EndLine,Original,Replacement,Status,Time(ms)
m6473eb9d,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,LSC,1086,1108,34,34,i < burnAmounts.length,true,killed,9348
m1316c917,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,LSC,1086,1108,34,34,i < burnAmounts.length,false,killed,12776
mc52a3fa6,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,LSC,1287,1305,41,41,i < burnIds.length,true,killed,16906
m8fd33d6b,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,LSC,1287,1305,41,41,i < burnIds.length,false,killed,11467
m1e54476b,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,LSC,2868,2886,88,88,i < burnIds.length,true,killed,17386
mb2da9f4d,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,LSC,2868,2886,88,88,i < burnIds.length,false,killed,14024
mb1fcdaca,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,LSC,2927,2949,89,89,j < requiredIds.length,true,killed,11855
me146963e,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,LSC,2927,2949,89,89,j < requiredIds.length,false,killed,9321
ma56877da,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,LSC,3157,3173,96,96,i < found.length,true,killed,8315
md4d2b01d,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,LSC,3157,3173,96,96,i < found.length,false,killed,8860
m17ebcbde,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,RSD,1789,1829,57,57,"return checkForge(burnIds, requiredIds);","/* return checkForge(burnIds, requiredIds); */",killed,9706
mfbb466d7,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,RSD,2004,2044,63,63,"return checkForge(burnIds, requiredIds);","/* return checkForge(burnIds, requiredIds); */",killed,8869
ma75bca28,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,RSD,2219,2259,69,69,"return checkForge(burnIds, requiredIds);","/* return checkForge(burnIds, requiredIds); */",killed,8322
m061dd138,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,RSD,2466,2506,76,76,"return checkForge(burnIds, requiredIds);","/* return checkForge(burnIds, requiredIds); */",killed,8102
m1cc5c960,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,RSD,2525,2538,78,78,return false;,/* return false; */,killed,8588
m697b9fb2,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,RSD,2764,2777,86,86,return false;,/* return false; */,stillborn,3478
mcdad2808,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,RSD,3209,3222,97,97,return false;,/* return false; */,stillborn,2792
mfbbb838e,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,RSD,3241,3253,99,99,return true;,/* return true; */,killed,7824
m9ff58008,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,TOR,1345,1355,42,42,msg.sender,tx.origin,killed,8064
m848792c4,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,TOR,1429,1439,45,45,msg.sender,tx.origin,killed,8220
md0c78c4f,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,UORD,1111,1113,34,34,++,--,killed,8133
m54a55dad,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,UORD,1111,1113,34,34,++," ",killed,8084
m41b1704c,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,UORD,1308,1310,41,41,++,--,killed,8236
m557f4cd2,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,UORD,1308,1310,41,41,++," ",killed,8901
m0b828b87,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,UORD,2889,2891,88,88,++,--,killed,9311
m8653d106,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,UORD,2889,2891,88,88,++," ",killed,7471
medaa7d29,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,UORD,2952,2954,89,89,++,--,killed,7988
m6aebe1d2,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,UORD,2952,2954,89,89,++," ",killed,9797
m3f0b1825,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,UORD,3010,3018,90,90,!found[j," found[j",killed,8163
mc101d1cd,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,UORD,3176,3178,96,96,++,--,killed,8653
med994c25,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,UORD,3176,3178,96,96,++," ",killed,7508
m494be5db,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,UORD,3198,3206,97,97,!found[i," found[i",killed,7391
mf6d58f20,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,VVR,112,158,6,6,MyERC1155Token private immutable tokenContract,MyERC1155Token public immutable tokenContract,killed,8387
m2fa54f43,/Users/dhruvvarshney/Desktop/metana/metana-bootcamp/module-3/contracts/forging.sol,VVR,112,158,6,6,MyERC1155Token private immutable tokenContract,MyERC1155Token internal immutable tokenContract,killed,7579
